Date,Year,Month,Customer Age,Customer Gender,Country,State,ProductCategory,Sub Category,Quantity,Unit Cost,Unit Price,Cost,Revenue,Profit
10/01/2022,2022,October,42,M,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,3,794.67,785.333333,2384,2356,-28
3/27/2022,2022,March,57,M,Germany,Saarland,Bikes,Mountain Bikes,1,565,789,565,789,224
3/27/2022,2022,March,57,M,Germany,Saarland,Accessories,Bottles and Cages,3,46.67,71.333333,140,214,74
3/27/2022,2022,March,57,M,Germany,Saarland,Accessories,Bottles and Cages,2,72.5,111.5,145,223,78
3/27/2022,2022,March,57,M,Germany,Saarland,Clothing,Jerseys,1,1080,1717,1080,1717,637
3/20/2022,2022,March,56,F,Germany,Saarland,Bikes,Mountain Bikes,3,188.33,220.333333,565,661,96
2/16/2022,2022,February,55,F,Germany,Bayern,Accessories,Tires and Tubes,1,10,14,10,14,4
1/21/2022,2022,January,55,F,Germany,Hamburg,Accessories,Tires and Tubes,1,72,99,72,99,27
1/21/2022,2022,January,55,F,Germany,Hamburg,Accessories,Tires and Tubes,2,10.5,16.5,21,33,12
12/31/2022,2022,December,55,F,Germany,Hamburg,Accessories,Tires and Tubes,1,45,58,45,58,13
12/31/2022,2022,December,55,F,Germany,Hamburg,Accessories,Cleaners,1,87,124,87,124,37
4/26/2022,2022,April,55,F,Germany,Saarland,Bikes,Mountain Bikes,2,282.5,365.5,565,731,166
1/27/2022,2022,January,25,M,Germany,Hamburg,Bikes,Mountain Bikes,2,1160,1357,2320,2714,394
2/28/2022,2022,February,25,M,Germany,Hamburg,Bikes,Mountain Bikes,3,773.33,993.333333,2320,2980,660
2/28/2022,2022,February,25,M,Germany,Hamburg,Clothing,Caps,1,99,157,99,157,58
2/28/2022,2022,February,25,M,Germany,Hamburg,Accessories,Helmets,2,175,247,350,494,144
3/26/2022,2022,March,25,M,Germany,Hamburg,Accessories,Helmets,1,875,1431,875,1431,556
3/26/2022,2022,March,25,M,Germany,Hamburg,Clothing,Caps,3,57,91,171,273,102
3/29/2022,2022,March,25,M,Germany,Hamburg,Bikes,Mountain Bikes,2,1147.5,1530.5,2295,3061,766
04/02/2022,2022,April,25,M,Germany,Hamburg,Bikes,Mountain Bikes,2,270,377,540,754,214
04/02/2022,2022,April,25,M,Germany,Hamburg,Accessories,Helmets,2,70,112.5,140,225,85
04/02/2022,2022,April,25,M,Germany,Hamburg,Clothing,Caps,2,94.5,136.5,189,273,84
04/07/2022,2022,April,25,M,Germany,Hamburg,Bikes,Mountain Bikes,3,773.33,907.666667,2320,2723,403
04/07/2022,2022,April,25,M,Germany,Hamburg,Accessories,Helmets,1,280,412,280,412,132
04/10/2022,2022,April,25,M,Germany,Hamburg,Bikes,Road Bikes,2,560,733,1120,1466,346
5/28/2022,2022,May,25,M,Germany,Hamburg,Accessories,Helmets,2,52.5,78,105,156,51
2/14/2022,2022,February,25,M,Germany,Hamburg,Bikes,Road Bikes,2,1091,1225,2182,2450,268
04/11/2022,2022,April,25,M,Germany,Hamburg,Bikes,Mountain Bikes,3,683,788.666667,2049,2366,317
01/08/2022,2022,January,25,M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,1,2320,3378,2320,3378,1058
01/08/2022,2022,January,25,M,Germany,Nordrhein-Westfalen,Accessories,Hydration Packs,3,513.33,786.333333,1540,2359,819
01/08/2022,2022,January,25,M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,1,750,1043,750,1043,293
9/30/2022,2022,September,25,M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,67.5,87.5,135,175,40
10/01/2022,2022,October,25,M,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,1192,1399,2384,2798,414
10/01/2022,2022,October,25,M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,85.5,120.5,171,241,70
10/01/2022,2022,October,25,M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,1,75,95,75,95,20
3/29/2022,2022,March,25,M,Germany,Hamburg,Accessories,Bottles and Cages,1,80,126,80,126,46
3/29/2022,2022,March,25,M,Germany,Hamburg,Accessories,Bottles and Cages,1,45,70,45,70,25
04/10/2022,2022,April,25,M,Germany,Hamburg,Accessories,Bottles and Cages,2,57.5,80.5,115,161,46
04/10/2022,2022,April,25,M,Germany,Hamburg,Accessories,Bottles and Cages,2,45,68,90,136,46
5/28/2022,2022,May,25,M,Germany,Hamburg,Bikes,Touring Bikes,2,1192,1453,2384,2906,522
10/13/2022,2022,October,25,M,Germany,Hamburg,Bikes,Touring Bikes,2,1192,1393.5,2384,2787,403
11/27/2022,2022,November,25,M,Germany,Hamburg,Bikes,Touring Bikes,1,2384,2708,2384,2708,324
11/27/2022,2022,November,25,M,Germany,Hamburg,Accessories,Bottles and Cages,1,99,129,99,129,30
11/27/2022,2022,November,25,M,Germany,Hamburg,Accessories,Bottles and Cages,2,67.5,89,135,178,43
4/19/2022,2022,April,81,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,350,479.5,700,959,259
4/19/2022,2022,April,81,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,68,97,68,97,29
4/19/2022,2022,April,81,F,Germany,Nordrhein-Westfalen,Accessories,Helmets,2,262.5,401.5,525,803,278
11/22/2022,2022,November,26,F,Germany,Hessen,Clothing,Vests,1,1842,2588,1842,2588,746
4/17/2022,2022,April,54,F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,1,540,663,540,663,123
4/17/2022,2022,April,54,F,Germany,Nordrhein-Westfalen,Accessories,Helmets,1,350,493,350,493,143
12/31/2022,2022,December,54,F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,2,384.5,434.5,769,869,100
4/22/2022,2022,April,37,F,Germany,Hamburg,Bikes,Mountain Bikes,3,180,223.666667,540,671,131
4/15/2022,2022,April,37,M,Germany,Saarland,Bikes,Mountain Bikes,3,180,216.333333,540,649,109
4/20/2022,2022,April,38,F,Germany,Hessen,Clothing,Gloves,1,269,375,269,375,106
5/25/2022,2022,May,38,F,Germany,Saarland,Bikes,Mountain Bikes,3,188.33,228.333333,565,685,120
5/25/2022,2022,May,38,F,Germany,Saarland,Accessories,Bottles and Cages,2,60,90,120,180,60
5/25/2022,2022,May,38,F,Germany,Saarland,Accessories,Bottles and Cages,1,30,49,30,49,19
5/25/2022,2022,May,38,F,Germany,Saarland,Clothing,Caps,3,78,97,234,291,57
6/15/2022,2022,June,38,F,Germany,Saarland,Bikes,Road Bikes,2,270,337,540,674,134
6/15/2022,2022,June,38,F,Germany,Saarland,Clothing,Caps,2,13.5,17.5,27,35,8
5/17/2022,2022,May,27,M,Germany,Hamburg,Bikes,Mountain Bikes,2,270,332.5,540,665,125
5/17/2022,2022,May,27,M,Germany,Hamburg,Accessories,Fenders,3,219.67,308.333333,659,925,266
5/17/2022,2022,May,27,M,Germany,Hamburg,Accessories,Bike Racks,2,1020,1604.5,2040,3209,1169
11/07/2022,2022,November,27,M,Germany,Hamburg,Bikes,Road Bikes,3,180,213.333333,540,640,100
12/09/2022,2022,December,27,M,Germany,Hamburg,Bikes,Road Bikes,1,540,617,540,617,77
06/06/2022,2022,June,28,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,40,56.333333,120,169,49
06/06/2022,2022,June,28,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,280.33,395,841,1185,344
6/26/2022,2022,June,28,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,17.5,28,35,56,21
2/15/2022,2022,February,28,M,Germany,Bayern,Bikes,Mountain Bikes,1,2295,2947,2295,2947,652
05/04/2022,2022,May,28,M,Germany,Bayern,Bikes,Mountain Bikes,3,256.33,295.333333,769,886,117
05/06/2022,2022,May,28,M,Germany,Bayern,Bikes,Mountain Bikes,3,188.33,239,565,717,152
05/06/2022,2022,May,28,M,Germany,Bayern,Accessories,Bottles and Cages,1,180,255,180,255,75
05/06/2022,2022,May,28,M,Germany,Bayern,Accessories,Helmets,2,367.5,567.5,735,1135,400
6/18/2022,2022,June,28,M,Germany,Bayern,Bikes,Mountain Bikes,2,384.5,505,769,1010,241
12/13/2022,2022,December,28,M,Germany,Bayern,Accessories,Helmets,1,735,1051,735,1051,316
2/15/2022,2022,February,28,M,Germany,Bayern,Accessories,Tires and Tubes,3,15,24.333333,45,73,28
2/15/2022,2022,February,28,M,Germany,Bayern,Accessories,Tires and Tubes,1,140,205,140,205,65
05/04/2022,2022,May,28,M,Germany,Bayern,Clothing,Caps,1,189,259,189,259,70
6/18/2022,2022,June,28,M,Germany,Bayern,Accessories,Tires and Tubes,1,900,1430,900,1430,530
6/18/2022,2022,June,28,M,Germany,Bayern,Accessories,Tires and Tubes,1,150,209,150,209,59
6/18/2022,2022,June,28,M,Germany,Bayern,Accessories,Tires and Tubes,1,57,92,57,92,35
12/13/2022,2022,December,28,M,Germany,Bayern,Bikes,Touring Bikes,1,2384,2740,2384,2740,356
12/13/2022,2022,December,28,M,Germany,Bayern,Clothing,Caps,1,252,332,252,332,80
01/06/2022,2022,January,46,F,Germany,Saarland,Accessories,Tires and Tubes,1,45,69,45,69,24
5/28/2022,2022,May,46,F,Germany,Saarland,Accessories,Tires and Tubes,3,81.67,120.666667,245,362,117
5/28/2022,2022,May,46,F,Germany,Saarland,Accessories,Tires and Tubes,1,46,75,46,75,29
6/24/2022,2022,June,46,F,Germany,Saarland,Accessories,Tires and Tubes,2,297.5,407,595,814,219
6/24/2022,2022,June,46,F,Germany,Saarland,Accessories,Tires and Tubes,2,15,22.5,30,45,15
9/19/2022,2022,September,46,F,Germany,Saarland,Accessories,Tires and Tubes,1,105,143,105,143,38
9/19/2022,2022,September,46,F,Germany,Saarland,Accessories,Tires and Tubes,1,261,370,261,370,109
9/19/2022,2022,September,46,F,Germany,Saarland,Accessories,Tires and Tubes,3,2.33,3,7,9,2
11/24/2022,2022,November,46,F,Germany,Saarland,Accessories,Tires and Tubes,3,38.67,52.333333,116,157,41
7/14/2022,2022,July,53,F,Germany,Hamburg,Clothing,Shorts,2,175,224,350,448,98
7/26/2022,2022,July,53,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,24,33,72,99,27
7/26/2022,2022,July,53,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,184.67,240.666667,554,722,168
9/14/2022,2022,September,53,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,350,450.333333,1050,1351,301
9/14/2022,2022,September,53,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,100,123,100,123,23
9/14/2022,2022,September,53,F,Germany,Nordrhein-Westfalen,Clothing,Jerseys,2,275,363,550,726,176
11/20/2022,2022,November,53,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,52,68,52,68,16
12/26/2022,2022,December,53,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,25.33,35,76,105,29
01/02/2022,2022,January,53,M,Germany,Saarland,Bikes,Mountain Bikes,3,765,972.333333,2295,2917,622
01/02/2022,2022,January,53,M,Germany,Saarland,Clothing,Caps,1,189,325,189,325,136
01/02/2022,2022,January,53,M,Germany,Saarland,Accessories,Helmets,3,186.67,284.333333,560,853,293
07/07/2022,2022,July,53,M,Germany,Saarland,Bikes,Road Bikes,2,1221.5,1333,2443,2666,223
07/07/2022,2022,July,53,M,Germany,Saarland,Accessories,Tires and Tubes,2,32,42,64,84,20
07/07/2022,2022,July,53,M,Germany,Saarland,Accessories,Tires and Tubes,1,293,418,293,418,125
10/22/2022,2022,October,53,M,Germany,Saarland,Bikes,Touring Bikes,3,794.67,895.666667,2384,2687,303
10/22/2022,2022,October,53,M,Germany,Saarland,Accessories,Tires and Tubes,1,87,122,87,122,35
10/22/2022,2022,October,53,M,Germany,Saarland,Accessories,Tires and Tubes,1,50,66,50,66,16
10/09/2022,2022,October,53,F,Germany,Saarland,Bikes,Touring Bikes,3,794.67,827.333333,2384,2482,98
7/23/2022,2022,July,52,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,675,970,675,970,295
11/05/2022,2022,November,52,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,490,640.5,980,1281,301
1/25/2022,2022,January,43,F,Germany,Hessen,Bikes,Mountain Bikes,3,765,1035,2295,3105,810
10/27/2022,2022,October,43,F,Germany,Hessen,Bikes,Touring Bikes,1,2384,2618,2384,2618,234
01/03/2022,2022,January,44,F,Germany,Bayern,Bikes,Mountain Bikes,1,2295,2861,2295,2861,566
01/03/2022,2022,January,44,F,Germany,Bayern,Accessories,Fenders,3,88,129.333333,264,388,124
01/03/2022,2022,January,44,F,Germany,Bayern,Accessories,Bottles and Cages,2,145,207,290,414,124
01/03/2022,2022,January,44,F,Germany,Bayern,Accessories,Bottles and Cages,2,65,98.5,130,197,67
02/02/2022,2022,February,44,F,Germany,Bayern,Bikes,Touring Bikes,2,1192,1527.5,2384,3055,671
02/07/2022,2022,February,44,F,Germany,Bayern,Bikes,Mountain Bikes,1,2320,2952,2320,2952,632
4/24/2022,2022,April,44,F,Germany,Bayern,Bikes,Road Bikes,3,373.33,480,1120,1440,320
6/30/2022,2022,June,44,F,Germany,Bayern,Bikes,Touring Bikes,1,2384,3058,2384,3058,674
2/17/2022,2022,February,44,F,Germany,Bayern,Bikes,Mountain Bikes,3,690.33,800.333333,2071,2401,330
3/28/2022,2022,March,44,F,Germany,Bayern,Bikes,Road Bikes,3,814.33,934.666667,2443,2804,361
10/02/2022,2022,October,44,F,Germany,Bayern,Bikes,Mountain Bikes,1,2295,2691,2295,2691,396
11/12/2022,2022,November,44,F,Germany,Bayern,Bikes,Touring Bikes,2,1192,1435,2384,2870,486
11/12/2022,2022,November,44,F,Germany,Bayern,Accessories,Bottles and Cages,2,25,33,50,66,16
11/12/2022,2022,November,44,F,Germany,Bayern,Accessories,Bottles and Cages,3,84,108,252,324,72
11/12/2022,2022,November,44,F,Germany,Bayern,Clothing,Caps,2,76.5,92.5,153,185,32
11/12/2022,2022,November,44,F,Germany,Bayern,Clothing,Jerseys,2,243,322,486,644,158
5/14/2022,2022,May,44,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,630,917,630,917,287
5/14/2022,2022,May,44,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,70,101,70,101,31
5/14/2022,2022,May,44,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,7,12,7,12,5
7/17/2022,2022,July,44,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,112,162,112,162,50
7/17/2022,2022,July,44,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,175,269.666667,525,809,284
07/04/2022,2022,July,44,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,29.33,39,88,117,29
07/04/2022,2022,July,44,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,293,376,293,376,83
08/01/2022,2022,August,46,F,Germany,Hamburg,Accessories,Tires and Tubes,3,198.33,283.333333,595,850,255
08/01/2022,2022,August,46,F,Germany,Hamburg,Accessories,Tires and Tubes,1,85,118,85,118,33
08/01/2022,2022,August,46,F,Germany,Hamburg,Accessories,Helmets,1,560,720,560,720,160
2/20/2022,2022,February,46,M,Germany,Hessen,Accessories,Tires and Tubes,3,23.33,35.666667,70,107,37
3/21/2022,2022,March,46,M,Germany,Hessen,Accessories,Tires and Tubes,1,55,76,55,76,21
3/21/2022,2022,March,46,M,Germany,Hessen,Accessories,Tires and Tubes,2,180,285,360,570,210
11/21/2022,2022,November,47,M,Germany,Bayern,Accessories,Tires and Tubes,2,297.5,396,595,792,197
11/21/2022,2022,November,47,M,Germany,Bayern,Accessories,Helmets,1,385,508,385,508,123
3/15/2022,2022,March,48,F,Germany,Bayern,Accessories,Tires and Tubes,3,245,358.333333,735,1075,340
6/25/2022,2022,June,48,F,Germany,Bayern,Accessories,Tires and Tubes,1,45,66,45,66,21
6/25/2022,2022,June,48,F,Germany,Bayern,Accessories,Tires and Tubes,3,222.33,347.666667,667,1043,376
4/14/2022,2022,April,48,F,Germany,Hamburg,Accessories,Tires and Tubes,1,456,618,456,618,162
4/14/2022,2022,April,48,F,Germany,Hamburg,Accessories,Tires and Tubes,3,20,31.666667,60,95,35
4/14/2022,2022,April,48,F,Germany,Hamburg,Accessories,Helmets,1,805,1163,805,1163,358
8/27/2022,2022,August,48,F,Germany,Hamburg,Accessories,Tires and Tubes,2,75,97.5,150,195,45
8/27/2022,2022,August,48,F,Germany,Hamburg,Accessories,Tires and Tubes,3,350,423.333333,1050,1270,220
8/27/2022,2022,August,48,F,Germany,Hamburg,Accessories,Helmets,1,105,137,105,137,32
8/30/2022,2022,August,48,F,Germany,Hamburg,Accessories,Tires and Tubes,2,35,49.5,70,99,29
8/30/2022,2022,August,48,F,Germany,Hamburg,Accessories,Tires and Tubes,3,290,414.666667,870,1244,374
8/30/2022,2022,August,48,F,Germany,Hamburg,Accessories,Helmets,3,175,239.333333,525,718,193
11/02/2022,2022,November,41,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,812,1058,812,1058,246
11/02/2022,2022,November,41,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,1.67,2,5,6,1
01/03/2022,2022,January,41,M,Germany,Saarland,Bikes,Mountain Bikes,2,1147.5,1556,2295,3112,817
11/28/2022,2022,November,41,M,Germany,Saarland,Bikes,Touring Bikes,1,2384,2595,2384,2595,211
11/28/2022,2022,November,41,M,Germany,Saarland,Accessories,Helmets,2,52.5,69.5,105,139,34
1/24/2022,2022,January,41,F,Germany,Saarland,Bikes,Mountain Bikes,1,2320,3014,2320,3014,694
1/24/2022,2022,January,41,F,Germany,Saarland,Accessories,Bottles and Cages,2,50,73.5,100,147,47
1/24/2022,2022,January,41,F,Germany,Saarland,Accessories,Bottles and Cages,2,65,105,130,210,80
1/24/2022,2022,January,41,F,Germany,Saarland,Clothing,Gloves,2,73.5,99.5,147,199,52
06/09/2022,2022,June,41,F,Germany,Saarland,Accessories,Helmets,1,945,1542,945,1542,597
11/23/2022,2022,November,41,F,Germany,Saarland,Bikes,Touring Bikes,3,794.67,833.666667,2384,2501,117
11/23/2022,2022,November,41,F,Germany,Saarland,Accessories,Helmets,2,385,522,770,1044,274
1/14/2022,2022,January,42,F,Germany,Saarland,Bikes,Mountain Bikes,1,2295,2793,2295,2793,498
2/22/2022,2022,February,42,F,Germany,Saarland,Bikes,Mountain Bikes,1,2295,3268,2295,3268,973
2/22/2022,2022,February,42,F,Germany,Saarland,Accessories,Hydration Packs,2,330,505.5,660,1011,351
3/18/2022,2022,March,42,F,Germany,Saarland,Bikes,Touring Bikes,2,1192,1454,2384,2908,524
6/21/2022,2022,June,42,F,Germany,Saarland,Bikes,Mountain Bikes,3,773.33,959,2320,2877,557
07/05/2022,2022,July,42,F,Germany,Saarland,Bikes,Mountain Bikes,3,765,952,2295,2856,561
8/25/2022,2022,August,42,F,Germany,Saarland,Bikes,Touring Bikes,2,1192,1288.5,2384,2577,193
10/15/2022,2022,October,42,F,Germany,Saarland,Bikes,Road Bikes,3,567,624,1701,1872,171
10/15/2022,2022,October,42,F,Germany,Saarland,Clothing,Caps,1,225,306,225,306,81
11/18/2022,2022,November,42,F,Germany,Saarland,Clothing,Caps,3,27,33.333333,81,100,19
11/18/2022,2022,November,42,F,Germany,Saarland,Bikes,Touring Bikes,3,794.67,908,2384,2724,340
5/28/2022,2022,May,35,F,Germany,Hamburg,Accessories,Tires and Tubes,1,20,28,20,28,8
5/28/2022,2022,May,35,F,Germany,Hamburg,Accessories,Tires and Tubes,1,60,88,60,88,28
12/15/2022,2022,December,36,F,Germany,Nordrhein-Westfalen,Accessories,Helmets,3,105,142.333333,315,427,112
12/28/2022,2022,December,36,F,Germany,Nordrhein-Westfalen,Accessories,Helmets,2,420,601,840,1202,362
9/18/2022,2022,September,39,F,Germany,Hessen,Accessories,Tires and Tubes,2,72.5,101.5,145,203,58
9/18/2022,2022,September,39,F,Germany,Hessen,Clothing,Vests,3,296.33,424.333333,889,1273,384
5/31/2022,2022,May,40,F,Germany,Saarland,Accessories,Tires and Tubes,2,15,24,30,48,18
05/01/2022,2022,May,40,F,Germany,Hamburg,Accessories,Tires and Tubes,2,19.5,27,39,54,15
5/14/2022,2022,May,40,F,Germany,Hamburg,Accessories,Helmets,3,81.67,122,245,366,121
5/20/2022,2022,May,40,F,Germany,Hamburg,Accessories,Tires and Tubes,3,164.33,240.666667,493,722,229
5/20/2022,2022,May,40,F,Germany,Hamburg,Accessories,Tires and Tubes,1,115,178,115,178,63
6/27/2022,2022,June,40,F,Germany,Hamburg,Accessories,Helmets,2,280,410,560,820,260
09/12/2022,2022,September,40,F,Germany,Hamburg,Accessories,Helmets,3,81.67,109.666667,245,329,84
9/25/2022,2022,September,40,F,Germany,Hamburg,Accessories,Tires and Tubes,1,537,720,537,720,183
9/25/2022,2022,September,40,F,Germany,Hamburg,Accessories,Tires and Tubes,3,2.67,3.333333,8,10,2
10/12/2022,2022,October,40,F,Germany,Hamburg,Accessories,Helmets,1,910,1298,910,1298,388
10/18/2022,2022,October,40,F,Germany,Hamburg,Accessories,Tires and Tubes,3,16.67,23,50,69,19
10/18/2022,2022,October,40,F,Germany,Hamburg,Accessories,Helmets,3,151.67,190.666667,455,572,117
01/06/2022,2022,January,40,F,Germany,Bayern,Accessories,Helmets,1,385,563,385,563,178
03/05/2022,2022,March,42,M,Germany,Saarland,Accessories,Bottles and Cages,2,50,81.5,100,163,63
03/05/2022,2022,March,42,M,Germany,Saarland,Accessories,Bottles and Cages,3,53.33,78,160,234,74
3/18/2022,2022,March,42,M,Germany,Saarland,Accessories,Bottles and Cages,3,21.67,33.333333,65,100,35
3/18/2022,2022,March,42,M,Germany,Saarland,Accessories,Bottles and Cages,2,13.5,21,27,42,15
3/24/2022,2022,March,42,M,Germany,Saarland,Accessories,Tires and Tubes,2,12,18.5,24,37,13
3/24/2022,2022,March,42,M,Germany,Saarland,Accessories,Tires and Tubes,1,193,327,193,327,134
10/15/2022,2022,October,42,M,Germany,Saarland,Accessories,Tires and Tubes,2,2.5,3,5,6,1
10/15/2022,2022,October,42,M,Germany,Saarland,Accessories,Bottles and Cages,3,90,131.333333,270,394,124
10/15/2022,2022,October,42,M,Germany,Saarland,Accessories,Bottles and Cages,1,35,48,35,48,13
2/24/2022,2022,February,42,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,46,66,46,66,20
6/13/2022,2022,June,42,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,16,23.5,32,47,15
8/16/2022,2022,August,42,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,20,27.333333,60,82,22
8/16/2022,2022,August,42,F,Germany,Nordrhein-Westfalen,Accessories,Helmets,1,1015,1440,1015,1440,425
9/19/2022,2022,September,59,M,Germany,Bayern,Accessories,Tires and Tubes,1,70,93,70,93,23
01/07/2022,2022,January,24,M,Germany,Hamburg,Clothing,Jerseys,1,1296,2064,1296,2064,768
2/28/2022,2022,February,24,M,Germany,Hamburg,Bikes,Mountain Bikes,2,1160,1363,2320,2726,406
2/28/2022,2022,February,24,M,Germany,Hamburg,Accessories,Fenders,2,22,35.5,44,71,27
03/12/2022,2022,March,24,M,Germany,Hamburg,Bikes,Road Bikes,2,1221.5,1780.5,2443,3561,1118
03/12/2022,2022,March,24,M,Germany,Hamburg,Accessories,Bottles and Cages,3,12,18.666667,36,56,20
03/12/2022,2022,March,24,M,Germany,Hamburg,Accessories,Bottles and Cages,1,5,7,5,7,2
5/23/2022,2022,May,24,M,Germany,Hamburg,Bikes,Road Bikes,3,180,229,540,687,147
7/25/2022,2022,July,24,M,Germany,Hamburg,Bikes,Road Bikes,1,2443,2866,2443,2866,423
08/11/2022,2022,August,24,M,Germany,Hamburg,Accessories,Bottles and Cages,2,72.5,105,145,210,65
10/15/2022,2022,October,24,M,Germany,Hamburg,Bikes,Road Bikes,3,567,661,1701,1983,282
12/23/2022,2022,December,24,M,Germany,Hamburg,Bikes,Touring Bikes,3,794.67,868.333333,2384,2605,221
12/23/2022,2022,December,24,M,Germany,Hamburg,Accessories,Bottles and Cages,1,105,138,105,138,33
12/23/2022,2022,December,24,M,Germany,Hamburg,Accessories,Bottles and Cages,1,27,36,27,36,9
12/23/2022,2022,December,24,M,Germany,Hamburg,Clothing,Jerseys,3,486,602.666667,1458,1808,350
1/16/2022,2022,January,25,M,Germany,Hessen,Accessories,Helmets,3,291.67,481.666667,875,1445,570
1/28/2022,2022,January,25,M,Germany,Hessen,Bikes,Touring Bikes,3,794.67,1101.333333,2384,3304,920
1/28/2022,2022,January,25,M,Germany,Hessen,Accessories,Helmets,1,315,494,315,494,179
2/20/2022,2022,February,25,M,Germany,Hessen,Bikes,Mountain Bikes,2,1147.5,1476.5,2295,2953,658
2/20/2022,2022,February,25,M,Germany,Hessen,Accessories,Fenders,1,506,752,506,752,246
06/01/2022,2022,June,25,M,Germany,Hessen,Accessories,Helmets,1,35,55,35,55,20
6/15/2022,2022,June,25,M,Germany,Hessen,Accessories,Helmets,2,367.5,531,735,1062,327
11/22/2022,2022,November,25,M,Germany,Hessen,Accessories,Helmets,3,303.33,445.333333,910,1336,426
02/07/2022,2022,February,26,F,Germany,Hessen,Bikes,Touring Bikes,1,2384,2786,2384,2786,402
2/26/2022,2022,February,26,F,Germany,Hessen,Bikes,Mountain Bikes,3,765,1065.333333,2295,3196,901
2/26/2022,2022,February,26,F,Germany,Hessen,Accessories,Fenders,2,318.5,539,637,1078,441
2/26/2022,2022,February,26,F,Germany,Hessen,Accessories,Bottles and Cages,2,5,7.5,10,15,5
2/26/2022,2022,February,26,F,Germany,Hessen,Accessories,Bottles and Cages,3,23.33,35.666667,70,107,37
2/26/2022,2022,February,26,F,Germany,Hessen,Clothing,Caps,2,54,87.5,108,175,67
10/02/2022,2022,October,26,F,Germany,Hessen,Clothing,Caps,1,270,303,270,303,33
12/03/2022,2022,December,26,F,Germany,Hessen,Bikes,Road Bikes,1,1120,1184,1120,1184,64
12/03/2022,2022,December,26,F,Germany,Hessen,Accessories,Bottles and Cages,3,45,61.333333,135,184,49
12/03/2022,2022,December,26,F,Germany,Hessen,Accessories,Bottles and Cages,2,52.5,72,105,144,39
2/22/2022,2022,February,26,M,Germany,Bayern,Bikes,Mountain Bikes,3,765,1008,2295,3024,729
2/22/2022,2022,February,26,M,Germany,Bayern,Accessories,Bottles and Cages,3,80,108.333333,240,325,85
2/22/2022,2022,February,26,M,Germany,Bayern,Accessories,Helmets,3,303.33,500,910,1500,590
2/22/2022,2022,February,26,M,Germany,Bayern,Clothing,Jerseys,1,500,731,500,731,231
03/05/2022,2022,March,26,M,Germany,Bayern,Bikes,Touring Bikes,3,794.67,936,2384,2808,424
03/05/2022,2022,March,26,M,Germany,Bayern,Accessories,Bottles and Cages,2,112.5,180.5,225,361,136
4/28/2022,2022,April,26,M,Germany,Bayern,Bikes,Road Bikes,2,270,342.5,540,685,145
06/01/2022,2022,June,26,M,Germany,Bayern,Bikes,Touring Bikes,2,607.5,698.5,1215,1397,182
06/01/2022,2022,June,26,M,Germany,Bayern,Clothing,Jerseys,3,360,533,1080,1599,519
12/05/2022,2022,December,26,M,Germany,Bayern,Bikes,Road Bikes,1,1120,1162,1120,1162,42
8/25/2022,2022,August,26,F,Germany,Saarland,Accessories,Helmets,2,280,393.5,560,787,227
09/05/2022,2022,September,26,F,Germany,Saarland,Accessories,Helmets,2,35,45,70,90,20
09/05/2022,2022,September,26,F,Germany,Saarland,Clothing,Jerseys,2,50,70,100,140,40
